image_name,mean,std,variance,entropy,dynamic_range,rms_contrast,mean_red,mean_green,mean_blue,colorfulness,red_ratio,mean_saturation,mean_value,contrast,correlation,energy,homogeneity,ASM,dissimilarity,glcm_entropy,glcm_variance,edge_density,gradient,laplacian_variance,keypoint_density,ssim,psnr
UIEB_0.png,124.92871794871795,46.3795408813012,2151.0618123602894,7.165379758783984,206.0,46.3795408813012,123.62785339355469,125.49978637695312,125.37775421142578,25.0473690032959,0.49278169870376587,46.46100591715976,134.8952909270217,448.4775464037696,0.8957794253559767,0.04828661214976066,0.3756992910962632,0.0023315969129014138,10.147617824579427,11.818190103731093,3.5344514829084995e-08,0.15730276134122287,92.7867394205893,3952.8971639969177,0.009304733727810651,0.8270387245517195,14.600730196657084
UIEB_1.png,125.75670118343196,40.73902511865982,1659.6681676187955,7.044256528000571,205.0,40.73902511865982,121.57485961914062,127.53376770019531,127.58072662353516,73.4813003540039,0.4765501618385315,112.00205128205128,159.75035009861932,40.98670367772718,0.9876520715524612,0.06668750389362173,0.6268743663839422,0.004447223175561813,2.2474933567780617,9.888182890539827,6.762640970610525e-08,0.043634122287968445,30.8611782626569,160.3270705064015,0.0039151873767258386,0.7754584915950532,14.671663097247386
UIEB_10.png,121.06987672583827,39.968063111936196,1597.446068919715,7.323514958134626,205.0,39.968063111936196,121.03473663330078,121.01546478271484,121.44719696044922,35.56342315673828,0.499189168214798,61.67192800788955,136.83261834319526,42.74391243788958,0.9866294118211216,0.028311280529509705,0.40936189771770687,0.0008015286052205953,3.012338117770248,11.084005211206625,1.1997525270967031e-08,0.04181952662721893,38.174345547257204,118.98641678510225,0.003816568047337278,0.8353986582322502,20.966065846309178
UIEB_100.png,123.9016037037037,43.279534848325184,1873.1181366873939,7.414767038828235,222.0,43.279534848325184,122.78150939941406,124.39270782470703,124.32292175292969,32.29085159301758,0.4936622083187103,51.58574814814815,135.98006296296296,66.96611018363939,0.9821237088428341,0.02341017574771275,0.32447373260911627,0.0005480363285387983,3.872947505101094,11.575176976353443,8.129540092106602e-09,0.04594074074074074,44.74292714114075,146.83257967395062,0.0035444444444444442,0.8256824218020736,18.565324604285877
UIEB_101.png,125.12155925925926,61.272842008437415,3754.361167790933,7.767289113479391,230.0,61.272842008437415,123.35273742675781,125.90180969238281,125.7414779663086,33.498355865478516,0.490188866853714,69.09168518518518,138.74692592592592,1083.2790576887405,0.8557443662991121,0.010453198871811266,0.12030528713233171,0.00010926936665363633,21.058178445557417,14.128467554509077,1.4344875731069382e-09,0.29938148148148147,187.50302463230423,6588.095685687778,0.024633333333333333,0.8819098559413251,18.598556789280916
UIEB_102.png,124.20076858813701,37.017064990289555,1370.2631004953207,6.980202296539794,218.0,37.017064990289555,118.92739868164062,126.46261596679688,126.38542938232422,74.592529296875,0.4703512489795685,108.27911027568922,157.18786967418546,102.47760051213176,0.9626255383754986,0.059421212939334465,0.49385570016564473,0.0035308805471817297,3.7752938272224803,10.546438810733669,5.364413083067671e-08,0.058696741854636594,40.174189791737824,544.0936129923633,0.0046407685881370096,0.6841391077357106,14.85209029606958
UIEB_103.png,128.3730029585799,46.02404649715601,2118.212855972378,7.219065885635133,196.0,46.02404649715601,128.3784942626953,128.38812255859375,128.28358459472656,21.579999923706055,0.5001661777496338,40.80813609467456,137.5948027613412,112.39356027303889,0.9734061979320928,0.030570435842514315,0.4173442359221827,0.0009345515476012839,4.482396696664065,11.243618003767931,1.402729428922705e-08,0.08842209072978303,59.77768135908348,555.1877924144569,0.009516765285996055,0.8855114710942159,19.606265621919803
UIEB_104.png,135.98926666666668,19.54783239804921,382.11775146222226,6.3004304618038,145.0,19.54783239804921,135.9872283935547,136.0006866455078,135.95013427734375,24.99452018737793,0.500043511390686,34.38722962962963,146.01026296296297,4.117659061398627,0.994597081639407,0.05724561034103762,0.5838684159691956,0.003277059903317913,1.136045260619551,8.893443950879387,4.977113516625081e-08,0.002277777777777778,11.775908613204818,12.56194031,0.0002888888888888889,0.6782477631754745,11.55558302508653
UIEB_105.png,127.78544814814815,26.475526100866848,700.9534823176817,6.591905888885196,208.0,26.475526100866848,127.62680053710938,127.89286041259766,127.63170623779297,19.714513778686523,0.4994697868824005,30.611166666666666,135.87397407407408,24.139821925431274,0.9827920218889243,0.06137837973359913,0.5335557233693062,0.003767305498721892,2.001012799109627,9.712869970630173,5.725168929533984e-08,0.020492592592592593,25.348389808707367,45.60528058249657,0.0018703703703703703,0.8741310350998616,18.47668589339603
UIEB_106.png,127.97417916666667,58.49952937803203,3422.1949374512324,7.765470282887826,243.0,58.49952937803203,127.15213012695312,128.34043884277344,128.21517944335938,43.139530181884766,0.49561238288879395,65.57851666666667,145.94862083333334,835.0701043405676,0.8780386659902089,0.017096038184360444,0.23347979857318146,0.00029227452160111037,14.883927378964943,13.461620721705758,4.226924629800574e-09,0.1849125,119.92220897189726,5561.90605640401,0.011195833333333334,0.9141747961936098,22.70326444218378
